thread_id,brand,customer_message,agent_response,created_at,intent,label_type
T2063202,AppleSupport,paid to have my battery replaced & everything was great. Updated to iOS 11 & all the others & back to battery drain again 😡,We want to make sure you are getting the most out of your battery. Please join us in DM so we can assist.,2017-10-06 16:53:27+00:00,other,weak_keyword_rule
T2914680,AppleSupport,Hello there - is this an known #ios1112 bug? I think it happens when I drive with the “do not disturb” on. Not sure. 🤷🏽‍♀️ To bring my #iPhone home screen back to normal I have to restart it. 5th time. 🙄 #FirstWorldProblems 👩🏽‍💻,Thank you for reaching out to us. We're happy to help. Does this only happen when Do Not Disturb While Driving is enabled? Check out a few options here to customize your settings when using this feature:,2017-11-28 22:55:53+00:00,technical_issue,weak_keyword_rule
T2633648,Delta,"When they say #FreeMessaging, should include Twitter with the free applications. #JustSaying #Suggestion",Thank you for taking the time to provide your feedback. It is greatly appreciated.,2017-11-17 18:53:39+00:00,other,weak_keyword_rule
T268226,AppleSupport,Things that shouldn’t happen on a Friday when things need to get done... #macOSHighSierra #OSupdate,We want to ensure you can update. Since getting this error have you quit the installation to restart and test again?,2017-10-06 00:37:26+00:00,other,weak_keyword_rule
T749989,AppleSupport,"I use an iPhone 6, I have a glass protection screen and I use an otter box case.",Send us a DM and let us know what version of iOS you're running. We'll continue there.,2017-11-02 20:18:00+00:00,other,weak_keyword_rule
T1646351,Delta,seriously... 2nd flight in a row they have forgotten my vegan food :( :( ....,...48 hours for Air France and KLM flights. *AFM 2/2,2017-11-06 02:01:56+00:00,other,weak_keyword_rule
T2039530,AmazonHelp,packages I didn’t order keep being shipped to my house with my name on them I’m confused,That's strange. Are you expecting any gifts or a different order to arrive?,2017-10-18 22:40:01+00:00,other,weak_keyword_rule
T2545482,AppleSupport,Even though I'm connected to wifi.,Thanks for reaching out. We'd like to assist you with this. Have you tried restarting the device and see if that helps?,2017-11-27 22:17:45+00:00,other,weak_keyword_rule
T2607617,Delta,"Credit to , their new planes rolling out lately are top class. I was on one recently with only 25,000 miles on the clock. #brandnew ✈️",We're glad to hear that you approve of the new aircraft. Thanks for continuing to choose to fly with us. ✈,2017-10-30 21:40:07+00:00,other,weak_keyword_rule
T536987,Delta,Apparently encourages military members not seeing their family,"We see that you checked into the airport too late for you originally booked flight, and you missed your flight. Luckily, we put you on a set of connecting flights, so you can still get to your destination, today. You will be departing in a couple hours. Have a great day!",2017-12-02 13:43:28+00:00,other,weak_keyword_rule
T594511,AmazonHelp,my card keeps getting charged for a prime account I don’t even have. I want my money back,"I apologize for the unexpected charge, Em! We'd like to investigate a little closer. When you get a moment, let's work together in real-time, via phone or chat, here:",2017-12-03 18:39:00+00:00,billing_refund,weak_keyword_rule
T841738,AmazonHelp,Muchas gracias! Ya me lo han entregado 😀,"Nos alegra saberlo, David. Esperamos que disfrutes mucho tu compra 🤗",2017-10-13 15:07:00+00:00,other,weak_keyword_rule
T2011884,Delta,...who do i talk to about a rude and threatening gate agent that made my trip both more difficult and stressful than it needed to be?,Oh no! I apologize for this experience. You may submit your feedback via the following link Thank you.,2017-11-05 11:20:14+00:00,other,weak_keyword_rule
T2402152,AppleSupport,"Okay I’m back... My phone’s screen just turned black again, the spinning wheel showed up for a second, then I was at the unlock screen. I had Pandora running.","We’d love to help further. To start, please send us a DM confirming if your apps are all up-to-date.",2017-11-16 19:21:00+00:00,other,weak_keyword_rule
T810256,AmazonHelp,Noooooo why do you keep using they always deliver to the wrong address 😭,We're here to help! Have you had trouble with a recent delivery? We'd like to get this resolved for you!,2017-10-12 19:06:00+00:00,shipping_delivery,weak_keyword_rule
T1031925,Delta,(now that I'm at 10K ft) 9PM LAX > JFK only has a hamburger option? Zachary made me feel like my status is #charcoal not #diamond,"Please provide additions details, via DM about your poor interaction with Zachary.",2017-10-23 05:10:25+00:00,other,weak_keyword_rule
T1182608,AppleSupport,so how can I check my battery life for a iPhone 7 Plus,This article explains what to look for when checking your battery health:,2017-10-15 19:36:00+00:00,other,weak_keyword_rule
T2317243,SpotifyCares,how do I turn off the autolaunch? Every time I get in my car your app takes over! I don't pay to get frustrated!!! I will cancel my family subscription if this isn't resolved.,Hi! Driving Mode will auto launch once the app detects your car's Bluetooth connection. Can you try disabling this to see if it helps?,2017-11-13 07:47:32+00:00,cancellation_request,weak_keyword_rule
T1899829,AmazonHelp,"Hi, my kindle fire for kids keeps not recognising the sd card. Really frustrating, have tried reformatting card. Any ideas?","Hi, sorry to hear this! Please get in touch here: and we'll look into this for you.",2017-10-18 13:06:01+00:00,other,weak_keyword_rule
T591489,SpotifyCares,the spotify application is not responding. fuck you,Hey there! That's not cool. What device and operating system are you using? We'll see what we can suggest,2017-12-03 17:06:02+00:00,other,weak_keyword_rule
T2165484,SpotifyCares,Thank you!,"You're welcome! If there's anything else we can help with, just let us know",2017-11-09 09:34:22+00:00,other,weak_keyword_rule
T2529795,Delta,Having trouble checking in online for flight tomorrow - can you help?,"Please follow/DM your confirmation, please. Thanks.",2017-10-30 09:31:31+00:00,other,weak_keyword_rule
T1709390,AmazonHelp,Still no shipping details for this xbox one x 😩,I'm sorry that the Xbox still hasn't shipped. Has the original ship date passed? You can view here:,2017-11-07 00:20:00+00:00,other,weak_keyword_rule
T207025,Delta,Home from Vegas!,Welcome home!,2017-10-06 20:31:04+00:00,other,weak_keyword_rule
T2546945,Uber_Support,I already did and they only speak of policy and not of any help to take actions on the situation. please help,It seems a member of our team has reached out to you. Please check your email and follow up with them there.,2017-10-30 14:12:43+00:00,other,weak_keyword_rule
T91586,Uber_Support,Will u reply,We're sorry to hear about the delay. We've found your request. It's definitely in there and someone from our team will get back to you as soon as possible.,2017-12-01 09:32:57+00:00,other,weak_keyword_rule
T827914,AppleSupport,I’m experiencing a bug with macOS High Sierra. FaceTime calls fail when swiping to a different space. Still not patched. Help?,Hi there. Let's look into this together via DM. Please tap here and we'll get started:,2017-10-08 23:03:26+00:00,technical_issue,weak_keyword_rule
T891228,Delta,"They have responded. Refunding money. But say""Normally, we do not compensate for failing to give Delta Comfort seats""","Austin, would you like to accept the compensation that I had offered? Please let me know via DM.",2017-10-13 17:55:29+00:00,billing_refund,weak_keyword_rule
T1386581,AppleSupport,"I restored my iPhone 5s back to factory settings, set it up again and restored my apps, but it is still restarting sometimes!",We certainly want to continue look into this issue. Join us in a DM and we'll continue there.,2017-10-31 20:54:01+00:00,other,weak_keyword_rule
T2488789,Uber_Support,someone's using my email for their Uber account - I would like to have my email taken out of the equation - who do I contact about this? Thanks,Here to help. Send us a note at so our team can connect.,2017-11-15 17:04:51+00:00,other,weak_keyword_rule
T2427655,Uber_Support,why can’t I get help for someone using my account for unauthorized charges? No customer service to ask?,Hi there! Please send us a note at and we'll be happy to look into this for you.,2017-11-14 19:44:46+00:00,security_fraud,weak_keyword_rule
T1128108,AmazonHelp,JE PEUX SAVOIR CE QUE VOUS FOUTEZ AVEC MA COMMANDE. J'EN AI VRAIMENT BESOIN BORDEL.,"Bonjour, est-ce qu'il s'agit d'un retard de livraison ? Quelle est la date de livraison indiquée sur votre compte ?",2017-10-15 14:36:00+00:00,other,weak_keyword_rule
T2291965,SpotifyCares,"Daniel. Your company's lack of action here needs explanation. Tell me, and all your customers, why Spotify has no explicit filter? #ProveSpotifyCares","Hey, it's an idea our devs will continue to keep an eye on. We don't have any more info right now but we'll continue to pass on feedback /J",2017-11-12 12:04:53+00:00,other,weak_keyword_rule
T1564073,AppleSupport,y’all gotta do something about these boxes replacing my words when I️ type,"Thanks for reaching out! We're glad to help, we've got a guide to share with you regarding this issue:",2017-11-04 15:03:00+00:00,other,weak_keyword_rule
T829550,AmazonHelp,I have several of these:,"I reviewed the compatible devices, and it looks like this is the one that's compatible:",2017-10-13 03:36:09+00:00,other,weak_keyword_rule
T574661,Uber_Support,Done and done.,Here to help! Please confirm your email address or phone number through direct message so we can further assist.,2017-12-03 07:59:55+00:00,other,weak_keyword_rule
T1836648,SpotifyCares,"I upgraded to Premium for Family & added my wife. She accepted the invite but her account still appears as ""Free"". Please Help",Hi Juan! Help's arrived. Can you DM us the usernames or email addresses on your and your wife's accounts? We'll check backstage,2017-10-18 16:52:58+00:00,other,weak_keyword_rule
T460846,AppleSupport,Yup. Totally nothing wrong here.,We want to look at this together. Which software version are you using?,2017-12-01 01:52:31+00:00,other,weak_keyword_rule
T389749,Delta,a shoutout to your agents for being polite re: cancelled flight but sometimes more than just a smile+apology is warranted. :-(,Very thoughtful of you to send a shout out to our agents. I'm thrilled they were able to accommodate you.,2017-10-09 15:04:56+00:00,other,weak_keyword_rule
T2647128,AppleSupport,"Dearest we’ve been in a relationship since 2007. It’s been wonderful. You have this thing about making my phone start slowing, glitching, & acting a mess when you release a new version. I went to your store yesterday.",We'd like to know more details. DM us and we'll go from there.,2017-11-26 22:09:25+00:00,technical_issue,weak_keyword_rule
T2405345,Uber_Support,order declined for no reason! Pathetic promotion!,"If you can’t get your free Original Glazed Dozen box, it probably means supply has ran out. Sorry.",2017-11-14 14:55:31+00:00,other,weak_keyword_rule
T338313,SpotifyCares,"but for real though, updating the 'this is justin bieber' with all his songs would be so good","We appreciate your feedback - we'll pass it on. About the playlist not being played on your end, can you DM us your account's username?",2017-10-08 06:18:32+00:00,other,weak_keyword_rule
T289144,Delta,These are my jam though. #food #foodporn 😂,"Mine too! So glad to have you with us today, Crystle! We LOVE being your ride. 😊",2017-10-06 15:40:27+00:00,other,weak_keyword_rule
T2483162,Uber_Support,My Uber eats is taking so long I forgot what I ordered,Here to help! Send us a note at so our team can connect.,2017-10-29 23:46:39+00:00,other,weak_keyword_rule
T482401,Uber_Support,it's been over 48 hours and no solution... but I have one delete your app and use another service!,We've located your support inquiry and see that a member of our has responded to your support inquiry. Please respond there for further assistance.,2017-12-01 14:15:09+00:00,other,weak_keyword_rule
T2909839,SpotifyCares,is there a way to black list tracks so they don't come up on the radio option? #RobinThicke in particular. #everyday,"Hey there! This isn’t possible right now, but we have more info about this on our Community. Check it out:",2017-11-28 21:18:12+00:00,other,weak_keyword_rule
T913776,Delta,I assume that upgrade on DL159 isn’t looking so hot is it?,"No, it doesn't. Delta One is completely sold out for this flight.",2017-10-15 16:26:25+00:00,other,weak_keyword_rule
T2032606,AppleSupport,"Ever since I got the iPhone 8 the letter ""I"" in my messages on my phone has been fine. But messages on my computer converts it to a letter A next to 6 horizontal lines...is this some kind of prank??",We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started.,2017-11-07 16:14:32+00:00,other,weak_keyword_rule
T1495249,AmazonHelp,I have filled the form. Let me see what new dialogues u come up with.,"As you've shared your details, we'll work on it and get back to you.",2017-11-03 12:08:00+00:00,other,weak_keyword_rule
T1021168,SpotifyCares,"Thanks for response. Found out that Spotify not compatible yet, hopefully soon!",No worries! Just let us know if we can help with anything else.,2017-10-23 08:16:46+00:00,other,weak_keyword_rule
T1265265,Uber_Support,seem to have messed up my account. unable to reset password. could you help?,We can definitely take a closer look! Contact us here; so we can help.,2017-10-26 12:29:23+00:00,other,weak_keyword_rule
T2963352,SpotifyCares,"Just saw where you took Demons & Wizards off of Spotify. Was this due to licensing, or something else?","Hey Matt! We understand. Sometimes content gets temporarily removed because of licensing changes, and availability can vary for each country. Hopefully, we'll have it available soon! Stay awesome 😁",2017-11-29 21:43:20+00:00,other,weak_keyword_rule
T1776742,SpotifyCares,so after I play a song on my iphone the playlist crashes and I have to exit the app to play the next song,Hey there! Can you let us know the iOS and Spotify versions you're using? We'll see what we can suggest,2017-10-17 22:52:21+00:00,technical_issue,weak_keyword_rule
T1933631,SpotifyCares,Hey why every time I try play album y’all play one song then switch to spanish land like wuttt ¿?,Hey there! The cavalry's here. Could you DM us your account's email address? We'll take a look under the hood,2017-10-29 00:15:24+00:00,other,weak_keyword_rule
T738328,Uber_Support,When will #Nashville get auto-renew ride passes?,"No word at the moment, Heather. Stay tuned for updates, however, as the auto-renew feature has been very popular among riders.",2017-09-30 11:15:41+00:00,other,weak_keyword_rule
T599432,Uber_Support,I don't know what customer service they have that don't even bother look at the receipt but i want my fucking money back. Thanks,We're here to help! Send us a DM with your email address so we can assist.,2017-12-03 20:38:33+00:00,billing_refund,weak_keyword_rule
T1442413,AppleSupport,my iPhone SE screen is not working after #ios11.1 update. Twice the phone have restarted itself. looks like i am in mess now,"We want to help! Is your display no longer responding to touch? When it restarts, do you see the Apple logo, or spinning wheel?",2017-11-02 12:54:28+00:00,technical_issue,weak_keyword_rule
T2467730,Uber_Support,Hows it possible that my driver has a 4.13 rating and is allowed to drive. Having been an Uber driver it is hard to get that low!,We're here to help! Send us a note here; so we can connect.,2017-10-29 21:09:24+00:00,other,weak_keyword_rule
T1290535,Delta,precheck is down and I’m going to miss my flight because of it. PLEASE HELP! No one is helping #CustomerService,.,2017-10-26 20:19:18+00:00,other,weak_keyword_rule
T2783439,SpotifyCares,"Hey Spotify, when will you finally start accepting #Bitcoin? I would love to buy a premium but it's difficult without a credit card. And I'm sure I'm not alone.","Hey there, nice idea! It's definitely something for the team to consider and we'll make sure it reaches them",2017-11-21 17:54:59+00:00,other,weak_keyword_rule
T2406515,AppleSupport,Thank you. I turned it off. We’ll see what happens.,Our pleasure! We're here for you if you have any other questions.,2017-11-15 01:25:26+00:00,other,weak_keyword_rule
T703153,Uber_Support,"can you please dm as I have had my account flagged and suspended and i dont know why, i can not get through to the fly at this moment of time can you please dm me.",We can take a look! Send us a note via so our team can get in touch.,2017-11-23 17:34:14+00:00,other,weak_keyword_rule
T948540,AppleSupport,I updated my phone and it’s a hot ass mess now,We're happy to help you with this. DM us the details of what you are experiencing here:,2017-10-31 02:27:00+00:00,other,weak_keyword_rule
T848406,Delta,because of the weather delay in Atlanta my wife and I have been rescheduled on flight DL0918 to Nassau. Please add us to upgrade list,"Hello Louie, let me check your reservation. Thank you.",2017-10-09 12:33:27+00:00,other,weak_keyword_rule
T2262029,Uber_Support,Why the liquor store not on UberEATS?!,We're here to help. Can you please send us a DM with your email address so we can connect?,2017-11-11 01:52:56+00:00,other,weak_keyword_rule
T1779374,AppleSupport,is there a way to have a family Apple Music package without having my family members able to make purchases using my card?!,We'll be happy to give you some info about this. Let's continue chatting via DM so we can provide the most complete details.,2017-10-11 18:58:00+00:00,other,weak_keyword_rule
T338103,Uber_Support,Hey why did my car almost arrive after me waiting 10 minutes and then he cancelled on me. Where's his penalty?? Now I'm late,"We're here to help! Send us a note here, and so our team will assist.",2017-10-03 12:52:58+00:00,other,weak_keyword_rule
T1035140,Uber_Support,After an hour wait from my side I have to take this action,"We see your DMs and we'll be following up there, Tabrez. Please remove personal info from public view. We appreciate your patience.",2017-10-23 15:27:30+00:00,other,weak_keyword_rule
T790780,SpotifyCares,I didn't get the pin after purchased 1 month premium package via Indosat credit. Why?,That doesn't sound good. Can you DM us your username or email address? We'll check backstage,2017-10-12 12:24:48+00:00,other,weak_keyword_rule
T1417487,Delta,Feeling a bit let down. My flight said seat assigned at checkin. Just checked in the moment I could and now it’s “assigned at gate” 😑,"Hi, Lillian. I apologize for your disappointment. Pls follow/DM your conf # so I may check on available options.",2017-10-16 17:42:26+00:00,other,weak_keyword_rule
T1612679,AppleSupport,very bad service Apple service centre,Thanks for reaching out. DM us more info about your experience and we'll get you to the right spot.,2017-11-26 04:02:00+00:00,other,weak_keyword_rule
T474629,Delta,Had a great experience with Delta last week flying to Aruba!! No delays!,AWESOME!! Thanks for choosing to fly with us.,2017-11-29 22:06:31+00:00,other,weak_keyword_rule
T311345,Delta,please give me my money back for this flight you delayed 6 hours then cancelled on me thank you so much,Please follow & Direct Message your Delta confirmation # for review.,2017-10-07 03:02:15+00:00,billing_refund,weak_keyword_rule
T1417903,Delta,Thank you for solving my problem really quickly and nicely via Twitter! (way more quickly than the 2 hr phone wait),Thanks! It is our pleasure to take care of you when you fly with us!,2017-11-02 03:55:33+00:00,other,weak_keyword_rule
T3269,Delta,Thx for the support - hopefully will do the right thing for Jennifer & I in this frustrating episode & address DTW cust. service issues ....,"I can authorize 5,000 bonus Skymiles be deposited into each of your SkyMiles accounts as a gesture for the inconvenience. (2/2)",2017-11-25 22:40:21+00:00,other,weak_keyword_rule
T491453,AppleSupport,why does this happen,Let’s take a look at this further for you. Does this occur after using a specific app? Do you have orientation lock turned on? Which iOS version is your iPad using in Settings > General > About?,2017-12-01 16:57:34+00:00,other,weak_keyword_rule
T701366,AmazonHelp,The description says AT17322__credit_card__ and AT17321__credit_card__,"We'd like to take a look at this with you. Since we don't have access to account information over Twitter, please give us a call or chat with us here:",2017-11-23 17:30:38+00:00,other,weak_keyword_rule
T880199,Delta,I purchased an upgraded seat but am still on boarding zone 3. Can you bump me up please?,Thanks for reaching out to us. Please DM me your confirmation number and I'll gladly look into this for you.,2017-10-20 19:20:22+00:00,other,weak_keyword_rule
T542516,AppleSupport,"Landed in Singapore and now my iPhone continuously crashes every 51 seconds! So annoying, please make a fix, the phone is useless now while on travel!",We are here to help. Let's try the steps listed in this article. DM us if the issue remains after.,2017-12-02 15:49:22+00:00,technical_issue,weak_keyword_rule
T2552492,AppleSupport,Hi FIX THE FUCKING LETTER I!!!! The update didn’t do a thing! The damn question mark A thing is still popping up!!!,That’s not what we expect with your latest update. Can you confirm where you see the symbol via DM?,2017-11-16 14:58:00+00:00,other,weak_keyword_rule
T2028677,SpotifyCares,Please explain yourself!! why is this happening 😢,Hey Melissa! Can you send us the Song Link? Just tap the three dots > Share > Copy Link. What country is your account set to?,2017-11-06 21:52:52+00:00,other,weak_keyword_rule
T439748,AmazonHelp,": Love love your App. I'm a Prime member & Only shop from Amazon. One request- please have better cashback offers, esp on MacBooks.",Thank you for your kind words. I'll pass along your comments to our team internally.,2017-10-11 10:20:15+00:00,other,weak_keyword_rule
T1676436,Delta,"travelling from UK to Dallas, would like a second checked bag, how much would that cost please? And is the internal flight extra? Thanks 😊",Can gladly provide you with details on those fees. Can you please share your confirmation number via DM.,2017-11-06 14:44:36+00:00,other,weak_keyword_rule
T1603291,AmazonHelp,I purchased one guitar order no 404-0916523-0401168 the product is defective as they have placed two same strings in the guitar,"Sorry to know you received a defective item, we certainly did not expect this to happen. 1/3",2017-11-05 07:44:00+00:00,other,weak_keyword_rule
T656506,SpotifyCares,"Just signed up for Premium, I know about time... Anyway why is there not a way to sort playlist in Alphabetical Order, not speaking about sorting songs in a playlist but the actual playlist listed on the left hand side? Is there a way to do this?","Hey Jonathan! This isn't possible at the moment, but we have some info at that might help",2017-11-22 22:46:30+00:00,other,weak_keyword_rule
T483104,AmazonHelp,apparently tried at 1.41 but not at my neighbour's either...,I'm sorry to hear this Mitch. Delivery attempts can fail for multiple reasons. Your order should automatically go out for delivery again tomorrow. Please keep us informed if there are any further issues.,2017-12-01 14:42:36+00:00,other,weak_keyword_rule
T527211,Delta,Please put up new flights for Christmas time PLEAAASSEEEE for NYC TO ORLANDO,"Good evening! Please check our website, for booking information.",2017-12-02 07:35:20+00:00,other,weak_keyword_rule
T2738031,Uber_Support,". One of your unqualified riders in London just told me on the phone, literally, ""I can't understand your english, is very bad"".",Here to help! Please send us a note here; so our team can assist.,2017-11-20 20:45:33+00:00,other,weak_keyword_rule
T1342719,AppleSupport,so disappointed that my Apple Watch s2 developed a hairline crack around the screen causing it to pop out and you won’t repair,"Let us know via DM which country you are in, then we can take a look at options for this with you.",2017-10-27 16:05:03+00:00,other,weak_keyword_rule
T2482850,Delta,"I'm supposed to be in Detroit by now, this flight has been delayed due to weather, then a pilot situation, now they forgot about our luggage and sent it to baggage claim when we're supposed to be taking off. what a hot mess, I just want to be home 🤦‍♀️ #delta276",Hi Anna. I am so sorry for the delay. Please follow/DM your confirmation code or tkt # to better assist.,2017-10-29 23:39:09+00:00,other,weak_keyword_rule
T1889496,AmazonHelp,I am a business account holder. Not all your sellers provide GST invoices. I request you that Cloudtail provide GST invoices.,clicking on the following link: This should help. (2/2),2017-10-19 11:02:34+00:00,other,weak_keyword_rule
T2960584,Uber_Support,I am in Edmonton Canada and am having technical problems - is the app down?,We're here to help. Send us a note at so our team can connect.,2017-11-29 20:53:28+00:00,other,weak_keyword_rule
T2950621,SpotifyCares,"Hey, Spotify, I want my money back",Hey Leor! Sorry to hear that. Could you DM us with what's happening? We'll be glad to help /Q,2017-10-31 19:59:06+00:00,billing_refund,weak_keyword_rule
T2472691,Delta,Row 27 of the A319. My fault for booking so late. At least it's a quick flight.,Have a good day and enjoy your flight.,2017-11-15 12:13:18+00:00,other,weak_keyword_rule
T609535,SpotifyCares,I’m desperate to get back my Spotify account. Can’t remember password or email.. HELP PLEASEEEEE,Hey there! Help's arrived. Can you DM us your account's username? We'll take a look backstage,2017-10-04 09:17:07+00:00,other,weak_keyword_rule
T2743324,Delta,Thanks ! Starting my 30th bday trip on a great note!,"Hey Sandy, that's how you start a Birthday! We hope you enjoy your special day! 😉",2017-11-20 18:39:54+00:00,other,weak_keyword_rule
T476519,Uber_Support,my account has been charge twice! Please fix this ASAP!,Here to help! Please send us a note via so our team can connect.,2017-12-01 11:00:43+00:00,other,weak_keyword_rule
T957487,Delta,We paid $500!!! Per ticket ... that’s good money. You have two earlier flights then the one my parents are on. You should let people switch if they have open seats,"WE'll be sure to share your feedback with our Leadership Team, we are always looking for ways to improve our services, Naveen. Your input will help us improve our overall service in the future. We are genuinely sorry for your disappointment.",2017-11-25 16:54:45+00:00,other,weak_keyword_rule
T1531061,AppleSupport,something’s wrong with my SMS somethings they are not send... 🙁,We've got you covered. Check out the steps in the following article and let us know if this continues:,2017-10-17 01:32:26+00:00,other,weak_keyword_rule
T1080822,Delta,"Great to have the same flight crew going to and returning from São Paulo, Brazil. Well rested - here the whole time we were. Flt 52.",Great to hear you enjoyed our service and the flight! Hope to see you again soon. 😄,2017-10-15 01:54:25+00:00,other,weak_keyword_rule
T717226,SpotifyCares,I can't log into my account. I've gone thru the support page + nothing works. Help! I have been trying to access it for months,Hi Jennifer! Can you DM us your account's email address? We'll do our best to help,2017-10-06 13:20:35+00:00,account_access,weak_keyword_rule
T1326973,AmazonHelp,"Hola y mi pedido no ha llegado y me ponéis que ha sido entregado,¿a quien?","¡Hola, Moi! Lamentamos cualquier molestia ocasionada, ¿el producto es vendido y enviado por Amazon o por un vendedor externo que utliza nuestra plataforma?",2017-11-25 21:04:43+00:00,other,weak_keyword_rule
T2924039,Uber_Support,driver Reinaldo called & refused ride as he didn’t want fare but I was charged $5 cancel fee!?!,We can take a look! Send us a note via so our team can get in touch.,2017-11-29 02:34:12+00:00,billing_refund,weak_keyword_rule
T2725123,Uber_Support,I got only 1 mail 6 days before amd I responded with details but no response till now . I even reverted twice. I already provided snapshots Atleast tell me the problem whuch is taking to much time to resolve,"Our team has been in touch via email, Ulta. Please be sure to follow up with us via that thread.",2017-11-20 14:04:06+00:00,other,weak_keyword_rule
T1980199,Delta,", thanks for fixing the plane, but kinda stinks if you miss your important work dinner... #delayedinDenver, #dinginthewing","Wow, I apologize for any inconvenience this delay has caused. Please forward the flight number and I'll take a look.",2017-10-31 21:17:30+00:00,other,weak_keyword_rule
T274972,AppleSupport,"Glad my iCloud is full when there’s really nothing in it, and all my notes got deleted so now I have nothing...","If you're having problems with an Apple service, you've come to the right place. Let's meet up in DM to gather additional details so we can help.",2017-11-25 03:07:25+00:00,other,weak_keyword_rule
T1481811,Uber_Support,Hi there again! Here is my monthly tweet telling you *your maps are still broken* and you inconvenienced your driver. Maybe fix it?,Here to help. Send us a note at so our team can connect.,2017-11-03 02:05:44+00:00,technical_issue,weak_keyword_rule
T712537,Delta,Alright thank you! Just really curious why I wouldn't be eligible. If I'm a DM and was sent the email.,"The team is engaged on a fix, please try again later. My apologies for the inconvenience.",2017-10-10 22:25:36+00:00,other,weak_keyword_rule
T450818,AmazonHelp,hey y'all still actually ship items your do you just lose delay every package until the item is canceled? asking for a friend.,"I'm sorry for the delivery issues! Without providing account details, can you tell us more about the issue you're experiencing?",2017-11-30 21:36:00+00:00,other,weak_keyword_rule
T265449,SpotifyCares,Yesss you fixed it! 😍,Awesome! Let us know if you ever need us again. We'd be...,2017-11-03 06:36:06+00:00,other,weak_keyword_rule
T1527018,AppleSupport,look at this shit. Do you like it? #ios11 #shit #iphone,Let's work on this together. Reach out to us in a DM to get started.,2017-11-03 22:03:00+00:00,other,weak_keyword_rule
T973147,AmazonHelp,I get so many scam e-mails pretending to be from that I don't trust the real ones anymore. Just me? #Amazon #EmailScams #EmailGeeks,"Hi, here is a link that you can take a look at that will help with dealing with these emails.",2017-10-22 09:02:00+00:00,security_fraud,weak_keyword_rule
T569569,Uber_Support,Again a cab booked just now through mobile no 9810910057 cancelled by your cab driver.,Here to help! Send us a note here so we can further assist.,2017-12-03 03:24:01+00:00,other,weak_keyword_rule
T1055370,SpotifyCares,Sure. Thanks for the reply. 🎧❤,No worries! Let us know if you ever need us again. We'd be...,2017-10-23 13:34:52+00:00,other,weak_keyword_rule
T1178163,Uber_Support,"um my uber just asked if we could stop for gas and he smells like weed, if i don't tweet again by 5:40 someone file a missing persons report",We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,2017-10-24 21:20:57+00:00,other,weak_keyword_rule
T815519,AmazonHelp,"Between today and Friday, I ordered on Monday within the timescale for next day delivery. I order for when I know I'll be in because I don't have a safe place.",May I ask what is the current status on the tracking here:,2017-11-08 09:41:06+00:00,other,weak_keyword_rule
T1368964,AmazonHelp,4 hours later I got this. Why wasn’t I allowed to cancel?,I'm sorry for the trouble this has caused; please contact us so we may review available options:,2017-10-27 22:50:29+00:00,other,weak_keyword_rule
T1111355,AmazonHelp,8050664311 call me after 4 pm ist,"We won't be able to access your details from twitter, please drop in your details in the link provided earlier.",2017-10-24 07:30:05+00:00,other,weak_keyword_rule
T2523465,AppleSupport,Where is my time?,"Let's get to the bottom of this together. Have you had a chance to restart your iPhone since noticing the time missing in the status bar? In order to ensure we're on the same page, please let us know which version number of iOS you've got installed.",2017-11-16 02:15:29+00:00,other,weak_keyword_rule
T169684,SpotifyCares,"i cant use my familiar plan, spotify says that i have to try again and i has been doing that for two weeks!","Hey, that's not cool!Can you shoot us a DM with your email address and username? We'll take a look under the hood 🔍",2017-11-24 21:35:03+00:00,other,weak_keyword_rule
T847201,SpotifyCares,WTF wHERES GORGEOUS WHY CANT I STream IT,Hey Natashya! Is this: what you're looking for? /AP,2017-10-20 05:02:41+00:00,other,weak_keyword_rule
T1725417,Delta,10hrs later I'm finally at my destination .,We're sorry. Disrupting your travel plans is never intentional.,2017-11-07 04:54:32+00:00,other,weak_keyword_rule
T1484409,Uber_Support,And my ride just canceled on me.,We're here to help! Send us a DM with your email address so we can assist.,2017-11-03 03:20:09+00:00,other,weak_keyword_rule
T2845489,AmazonHelp,Hey can I cancel an accidental 1-click digital order?,"Hey there, Brad! Please check if it's eligible to be canceled here:",2017-11-27 18:08:30+00:00,other,weak_keyword_rule
T543147,SpotifyCares,MAYBE YOU CAN HELP?,"Hey! We currently don't offer lyrics as a feature at the moment. If you'd like to let Genius know you're interested in using their Behind The Lyrics feature on Spotify, you can reach out to them here: /I",2017-12-02 16:01:31+00:00,other,weak_keyword_rule
T2531727,AmazonHelp,Worst experience with you! Had to cancel my order! Flipkart has better service than yours.,I'm sorry for this experience. We will consider this as feedback and ensure to pass it on internally.,2017-10-30 11:27:16+00:00,cancellation_request,weak_keyword_rule
T2482132,Uber_Support,"#Frustrating: driver calls to ask where I’m going. Didn’t tell him. I waited & he cancelled. 2nd time this happens. 1st time driver never cancelled & I waited 30mins. I had to cancel! Bad trend, bad biz practice!","Sorry for the trouble! Send us a note here, and our team will be in touch.",2017-10-29 23:14:27+00:00,other,weak_keyword_rule
T1097486,SpotifyCares,"somebody has changed my acct email, emailed you guys and still no reply!","Hey Mark, help's here! Can you DM us your account's email address? We'll take a look under the hood",2017-10-15 05:59:34+00:00,other,weak_keyword_rule
